Names: Derek Hildebrandt, Jesus Gonzalez, Christianna Powell
Group: Group 3
Date: June 18, 2015
SectionB: DA Pattern Matching - Genes
Gene 3841: Start: 542384 End: 542399 

Gene 3842: Start: 542406 End: 542433 

Gene 3843: Start: 542566 End: 542800 

Gene 3844: Start: 542844 End: 542904 

Gene 3845: Start: 542909 End: 542915 

Gene 3846: Start: 542977 End: 543016 

Gene 3847: Start: 543084 End: 543204 

Gene 3848: Start: 543278 End: 543347 

Gene 3849: Start: 543522 End: 543576 

Gene 3850: Start: 543596 End: 543605 

Gene 3851: Start: 543629 End: 543632 

Gene 3852: Start: 543774 End: 543828 

Gene 3853: Start: 544014 End: 544017 

Gene 3854: Start: 544070 End: 544091 

Gene 3855: Start: 544118 End: 544160 

Gene 3856: Start: 544185 End: 544344 

Gene 3857: Start: 544394 End: 544397 

Gene 3858: Start: 544523 End: 544568 

Gene 3859: Start: 544584 End: 544614 

Gene 3860: Start: 544857 End: 544881 

Gene 3861: Start: 545070 End: 545091 

Gene 3862: Start: 545231 End: 545267 

Gene 3863: Start: 545573 End: 545627 

Gene 3864: Start: 545634 End: 545652 

Gene 3865: Start: 545655 End: 545886 

Gene 3866: Start: 546032 End: 546209 

Gene 3867: Start: 546224 End: 546227 

Gene 3868: Start: 546485 End: 546488 

Gene 3869: Start: 546500 End: 546578 

Gene 3870: Start: 546666 End: 546750 

Gene 3871: Start: 546792 End: 546891 

Gene 3872: Start: 546966 End: 546978 

Gene 3873: Start: 547020 End: 547110 

Gene 3874: Start: 547199 End: 547202 

Gene 3875: Start: 547331 End: 547343 

Gene 3876: Start: 547532 End: 547571 

Gene 3877: Start: 547605 End: 547608 

Gene 3878: Start: 547623 End: 547683 

Gene 3879: Start: 547713 End: 547740 

Gene 3880: Start: 547794 End: 547812 

Gene 3881: Start: 547911 End: 547935 

Gene 3882: Start: 548078 End: 548093 

Gene 3883: Start: 548540 End: 548618 

Gene 3884: Start: 548684 End: 548723 

Gene 3885: Start: 548748 End: 548832 

Gene 3886: Start: 548934 End: 549012 

Gene 3887: Start: 549063 End: 549066 

Gene 3888: Start: 549242 End: 549353 

Gene 3889: Start: 549395 End: 549407 

Gene 3890: Start: 549414 End: 549456 

Gene 3891: Start: 549522 End: 549549 

Gene 3892: Start: 549821 End: 549932 

Gene 3893: Start: 549999 End: 550149 

Gene 3894: Start: 550187 End: 550190 

